,Total Dropout Rate,Low SES Dropout Rate,Medium SES Dropout Rate,High SES Dropout Rate,Financial Aid Policy,Peer Influence Weight,Trial,Scenario
7,1.5,2.5,0.0,2.5,False,0.5,21,1_Baseline
8,1.5,2.5,0.0,2.5,False,0.5,21,1_Baseline
9,1.5,2.5,0.0,2.5,False,0.5,21,1_Baseline
10,4.5,6.25,3.75,2.5,False,0.5,21,1_Baseline
11,6.5,7.5,3.75,10.0,False,0.5,21,1_Baseline
12,12.0,15.0,7.5,15.0,False,0.5,21,1_Baseline
13,17.5,18.75,16.25,17.5,False,0.5,21,1_Baseline
14,24.5,25.0,22.5,27.500000000000004,False,0.5,21,1_Baseline
15,30.0,33.75,26.25,30.0,False,0.5,21,1_Baseline
16,38.0,45.0,31.25,37.5,False,0.5,21,1_Baseline
17,45.0,52.5,40.0,40.0,False,0.5,21,1_Baseline
18,48.5,57.49999999999999,42.5,42.5,False,0.5,21,1_Baseline
19,54.50000000000001,63.74999999999999,46.25,52.5,False,0.5,21,1_Baseline
0,0.0,0.0,0.0,0.0,False,0.5,22,1_Baseline
1,2.5,3.75,1.25,2.5,False,0.5,22,1_Baseline
2,3.0,5.0,1.25,2.5,False,0.5,22,1_Baseline
3,4.0,7.5,1.25,2.5,False,0.5,22,1_Baseline
4,7.000000000000001,8.75,6.25,5.0,False,0.5,22,1_Baseline
5,9.0,12.5,7.5,5.0,False,0.5,22,1_Baseline
6,11.5,15.0,10.0,7.5,False,0.5,22,1_Baseline
7,14.499999999999998,18.75,13.750000000000002,7.5,False,0.5,22,1_Baseline
8,20.0,22.5,21.25,12.5,False,0.5,22,1_Baseline
9,25.5,26.25,28.749999999999996,17.5,False,0.5,22,1_Baseline
10,31.5,31.25,33.75,27.500000000000004,False,0.5,22,1_Baseline
11,37.5,33.75,43.75,32.5,False,0.5,22,1_Baseline
12,42.5,40.0,48.75,35.0,False,0.5,22,1_Baseline
13,48.5,50.0,52.5,37.5,False,0.5,22,1_Baseline
14,56.00000000000001,58.75,56.25,50.0,False,0.5,22,1_Baseline
15,62.5,62.5,66.25,55.00000000000001,False,0.5,22,1_Baseline
16,72.0,68.75,77.5,67.5,False,0.5,22,1_Baseline
17,80.0,80.0,85.0,70.0,False,0.5,22,1_Baseline
18,85.0,83.75,88.75,80.0,False,0.5,22,1_Baseline
19,88.5,87.5,91.25,85.0,False,0.5,22,1_Baseline
0,0.0,0.0,0.0,0.0,False,0.5,23,1_Baseline
1,0.0,0.0,0.0,0.0,False,0.5,23,1_Baseline
2,1.5,3.75,0.0,0.0,False,0.5,23,1_Baseline
3,3.0,5.0,2.5,0.0,False,0.5,23,1_Baseline
4,6.5,8.75,5.0,5.0,False,0.5,23,1_Baseline
5,9.5,11.25,8.75,7.5,False,0.5,23,1_Baseline
6,13.5,13.750000000000002,13.750000000000002,12.5,False,0.5,23,1_Baseline
7,19.5,20.0,21.25,15.0,False,0.5,23,1_Baseline
8,26.0,27.500000000000004,27.500000000000004,20.0,False,0.5,23,1_Baseline
9,31.0,33.75,31.25,25.0,False,0.5,23,1_Baseline
10,37.0,41.25,35.0,32.5,False,0.5,23,1_Baseline
11,44.0,47.5,41.25,42.5,False,0.5,23,1_Baseline
12,49.0,52.5,46.25,47.5,False,0.5,23,1_Baseline
13,55.00000000000001,57.49999999999999,52.5,55.00000000000001,False,0.5,23,1_Baseline
14,59.5,61.25000000000001,57.49999999999999,60.0,False,0.5,23,1_Baseline
15,65.0,66.25,62.5,67.5,False,0.5,23,1_Baseline
16,71.0,70.0,70.0,75.0,False,0.5,23,1_Baseline
17,73.5,71.25,73.75,77.5,False,0.5,23,1_Baseline
18,76.0,73.75,75.0,82.5,False,0.5,23,1_Baseline
19,80.0,77.5,78.75,87.5,False,0.5,23,1_Baseline
0,0.0,0.0,0.0,0.0,False,0.5,24,1_Baseline
1,0.0,0.0,0.0,0.0,False,0.5,24,1_Baseline
2,0.0,0.0,0.0,0.0,False,0.5,24,1_Baseline
3,0.5,1.25,0.0,0.0,False,0.5,24,1_Baseline
4,1.5,2.5,1.25,0.0,False,0.5,24,1_Baseline
5,2.5,3.75,2.5,0.0,False,0.5,24,1_Baseline
6,6.0,6.25,6.25,5.0,False,0.5,24,1_Baseline
7,11.5,11.25,12.5,10.0,False,0.5,24,1_Baseline
8,14.000000000000002,13.750000000000002,15.0,12.5,False,0.5,24,1_Baseline
9,17.0,15.0,20.0,15.0,False,0.5,24,1_Baseline
10,23.0,17.5,31.25,17.5,False,0.5,24,1_Baseline
11,25.0,18.75,32.5,22.5,False,0.5,24,1_Baseline
12,29.5,22.5,37.5,27.500000000000004,False,0.5,24,1_Baseline
13,36.0,30.0,40.0,40.0,False,0.5,24,1_Baseline
14,42.5,33.75,48.75,47.5,False,0.5,24,1_Baseline
15,50.0,41.25,57.49999999999999,52.5,False,0.5,24,1_Baseline
16,56.99999999999999,50.0,61.25000000000001,62.5,False,0.5,24,1_Baseline
17,65.0,56.25,68.75,75.0,False,0.5,24,1_Baseline
18,71.0,63.74999999999999,72.5,82.5,False,0.5,24,1_Baseline
19,78.5,73.75,78.75,87.5,False,0.5,24,1_Baseline
0,0.0,0.0,0.0,0.0,False,0.5,25,1_Baseline
1,0.0,0.0,0.0,0.0,False,0.5,25,1_Baseline
2,2.0,1.25,2.5,2.5,False,0.5,25,1_Baseline
3,3.0,1.25,5.0,2.5,False,0.5,25,1_Baseline
4,3.5000000000000004,2.5,5.0,2.5,False,0.5,25,1_Baseline
5,4.0,2.5,6.25,2.5,False,0.5,25,1_Baseline
6,4.5,2.5,7.5,2.5,False,0.5,25,1_Baseline
7,5.5,3.75,7.5,5.0,False,0.5,25,1_Baseline
8,6.0,5.0,7.5,5.0,False,0.5,25,1_Baseline
9,6.5,5.0,8.75,5.0,False,0.5,25,1_Baseline
10,9.5,8.75,11.25,7.5,False,0.5,25,1_Baseline
11,11.5,11.25,13.750000000000002,7.5,False,0.5,25,1_Baseline
12,13.5,13.750000000000002,16.25,7.5,False,0.5,25,1_Baseline
13,17.5,18.75,20.0,10.0,False,0.5,25,1_Baseline
14,23.5,25.0,26.25,15.0,False,0.5,25,1_Baseline
15,30.0,30.0,33.75,22.5,False,0.5,25,1_Baseline
16,34.5,33.75,37.5,30.0,False,0.5,25,1_Baseline
17,41.5,45.0,41.25,35.0,False,0.5,25,1_Baseline
18,50.5,52.5,53.75,40.0,False,0.5,25,1_Baseline
19,56.99999999999999,63.74999999999999,56.25,45.0,False,0.5,25,1_Baseline
0,0.0,0.0,0.0,0.0,False,0.5,26,1_Baseline
1,0.0,0.0,0.0,0.0,False,0.5,26,1_Baseline
2,0.0,0.0,0.0,0.0,False,0.5,26,1_Baseline
3,0.5,1.25,0.0,0.0,False,0.5,26,1_Baseline
4,1.5,1.25,2.5,0.0,False,0.5,26,1_Baseline
5,4.0,1.25,7.5,2.5,False,0.5,26,1_Baseline
6,6.0,5.0,8.75,2.5,False,0.5,26,1_Baseline
7,6.5,6.25,8.75,2.5,False,0.5,26,1_Baseline
8,9.5,7.5,15.0,2.5,False,0.5,26,1_Baseline
9,13.0,15.0,16.25,2.5,False,0.5,26,1_Baseline
10,17.0,18.75,17.5,12.5,False,0.5,26,1_Baseline
11,25.5,27.500000000000004,25.0,22.5,False,0.5,26,1_Baseline
12,30.0,31.25,30.0,27.500000000000004,False,0.5,26,1_Baseline
13,33.0,33.75,32.5,32.5,False,0.5,26,1_Baseline
14,40.0,40.0,37.5,45.0,False,0.5,26,1_Baseline
15,47.5,50.0,41.25,55.00000000000001,False,0.5,26,1_Baseline
16,54.0,55.00000000000001,51.24999999999999,57.49999999999999,False,0.5,26,1_Baseline
17,64.5,62.5,66.25,65.0,False,0.5,26,1_Baseline
18,75.0,72.5,77.5,75.0,False,0.5,26,1_Baseline
19,82.5,85.0,80.0,82.5,False,0.5,26,1_Baseline
0,0.0,0.0,0.0,0.0,False,0.5,27,1_Baseline
1,0.0,0.0,0.0,0.0,False,0.5,27,1_Baseline
2,0.0,0.0,0.0,0.0,False,0.5,27,1_Baseline
3,0.0,0.0,0.0,0.0,False,0.5,27,1_Baseline
4,2.0,1.25,2.5,2.5,False,0.5,27,1_Baseline
5,3.0,3.75,2.5,2.5,False,0.5,27,1_Baseline
6,6.5,6.25,7.5,5.0,False,0.5,27,1_Baseline
7,9.0,11.25,8.75,5.0,False,0.5,27,1_Baseline
8,11.5,12.5,11.25,10.0,False,0.5,27,1_Baseline
9,16.0,16.25,15.0,17.5,False,0.5,27,1_Baseline
10,23.5,21.25,23.75,27.500000000000004,False,0.5,27,1_Baseline
11,28.000000000000004,27.500000000000004,26.25,32.5,False,0.5,27,1_Baseline
12,36.0,36.25,31.25,45.0,False,0.5,27,1_Baseline
13,44.0,46.25,40.0,47.5,False,0.5,27,1_Baseline
14,51.0,55.00000000000001,45.0,55.00000000000001,False,0.5,27,1_Baseline
15,57.99999999999999,65.0,51.24999999999999,57.49999999999999,False,0.5,27,1_Baseline
16,66.5,71.25,62.5,65.0,False,0.5,27,1_Baseline
17,74.0,80.0,70.0,70.0,False,0.5,27,1_Baseline
18,79.5,82.5,76.25,80.0,False,0.5,27,1_Baseline
19,84.0,86.25,81.25,85.0,False,0.5,27,1_Baseline
0,0.0,0.0,0.0,0.0,False,0.5,28,1_Baseline
1,0.0,0.0,0.0,0.0,False,0.5,28,1_Baseline
2,0.5,1.25,0.0,0.0,False,0.5,28,1_Baseline
3,1.5,2.5,0.0,2.5,False,0.5,28,1_Baseline
4,2.0,3.75,0.0,2.5,False,0.5,28,1_Baseline
5,5.0,7.5,3.75,2.5,False,0.5,28,1_Baseline
6,6.0,7.5,6.25,2.5,False,0.5,28,1_Baseline
7,6.0,7.5,6.25,2.5,False,0.5,28,1_Baseline
8,8.0,7.5,8.75,7.5,False,0.5,28,1_Baseline
9,13.0,11.25,16.25,10.0,False,0.5,28,1_Baseline
10,16.0,15.0,20.0,10.0,False,0.5,28,1_Baseline
11,21.0,17.5,26.25,17.5,False,0.5,28,1_Baseline
12,25.0,25.0,28.749999999999996,17.5,False,0.5,28,1_Baseline
13,32.0,33.75,36.25,20.0,False,0.5,28,1_Baseline
14,36.5,37.5,41.25,25.0,False,0.5,28,1_Baseline
15,43.0,46.25,47.5,27.500000000000004,False,0.5,28,1_Baseline
16,47.5,47.5,53.75,35.0,False,0.5,28,1_Baseline
17,53.5,53.75,58.75,42.5,False,0.5,28,1_Baseline
18,59.5,58.75,63.74999999999999,52.5,False,0.5,28,1_Baseline
19,62.5,62.5,65.0,57.49999999999999,False,0.5,28,1_Baseline
0,0.0,0.0,0.0,0.0,False,0.5,29,1_Baseline
1,1.0,1.25,1.25,0.0,False,0.5,29,1_Baseline
2,1.5,2.5,1.25,0.0,False,0.5,29,1_Baseline
3,2.5,2.5,3.75,0.0,False,0.5,29,1_Baseline
4,5.5,2.5,10.0,2.5,False,0.5,29,1_Baseline
5,8.5,6.25,11.25,7.5,False,0.5,29,1_Baseline
6,15.0,17.5,16.25,7.5,False,0.5,29,1_Baseline
7,17.0,18.75,18.75,10.0,False,0.5,29,1_Baseline
8,20.0,21.25,22.5,12.5,False,0.5,29,1_Baseline
9,23.0,23.75,23.75,20.0,False,0.5,29,1_Baseline
10,28.000000000000004,27.500000000000004,27.500000000000004,30.0,False,0.5,29,1_Baseline
11,33.5,32.5,33.75,35.0,False,0.5,29,1_Baseline
12,44.5,38.75,47.5,50.0,False,0.5,29,1_Baseline
13,47.0,42.5,48.75,52.5,False,0.5,29,1_Baseline
14,52.0,47.5,56.25,52.5,False,0.5,29,1_Baseline
15,56.99999999999999,52.5,61.25000000000001,57.49999999999999,False,0.5,29,1_Baseline
16,65.0,61.25000000000001,67.5,67.5,False,0.5,29,1_Baseline
17,73.0,71.25,73.75,75.0,False,0.5,29,1_Baseline
18,81.5,77.5,81.25,90.0,False,0.5,29,1_Baseline
19,87.5,85.0,85.0,97.5,False,0.5,29,1_Baseline
0,0.0,0.0,0.0,0.0,False,0.5,30,1_Baseline
1,1.0,0.0,1.25,2.5,False,0.5,30,1_Baseline
2,2.5,2.5,2.5,2.5,False,0.5,30,1_Baseline
3,5.5,2.5,7.5,7.5,False,0.5,30,1_Baseline
4,8.5,6.25,10.0,10.0,False,0.5,30,1_Baseline
5,11.0,8.75,12.5,12.5,False,0.5,30,1_Baseline
6,14.000000000000002,13.750000000000002,15.0,12.5,False,0.5,30,1_Baseline
7,19.0,20.0,20.0,15.0,False,0.5,30,1_Baseline
8,25.0,27.500000000000004,26.25,17.5,False,0.5,30,1_Baseline
9,29.5,32.5,32.5,17.5,False,0.5,30,1_Baseline
10,35.5,33.75,41.25,27.500000000000004,False,0.5,30,1_Baseline
11,42.0,42.5,43.75,37.5,False,0.5,30,1_Baseline
12,46.0,45.0,47.5,45.0,False,0.5,30,1_Baseline
13,51.0,48.75,51.24999999999999,55.00000000000001,False,0.5,30,1_Baseline
14,62.5,62.5,63.74999999999999,60.0,False,0.5,30,1_Baseline
15,71.5,71.25,70.0,75.0,False,0.5,30,1_Baseline
16,79.5,80.0,76.25,85.0,False,0.5,30,1_Baseline
17,85.5,83.75,83.75,92.5,False,0.5,30,1_Baseline
18,89.5,88.75,88.75,92.5,False,0.5,30,1_Baseline
19,91.5,91.25,90.0,95.0,False,0.5,30,1_Baseline
0,0.0,0.0,0.0,0.0,True,0.5,1,2_Intervention_FinancialAid
1,0.0,0.0,0.0,0.0,True,0.5,1,2_Intervention_FinancialAid
2,0.0,0.0,0.0,0.0,True,0.5,1,2_Intervention_FinancialAid
3,0.0,0.0,0.0,0.0,True,0.5,1,2_Intervention_FinancialAid
4,0.0,0.0,0.0,0.0,True,0.5,1,2_Intervention_FinancialAid
5,0.0,0.0,0.0,0.0,True,0.5,1,2_Intervention_FinancialAid
6,0.5,0.0,1.25,0.0,True,0.5,1,2_Intervention_FinancialAid
7,1.0,1.25,1.25,0.0,True,0.5,1,2_Intervention_FinancialAid
8,2.0,1.25,2.5,2.5,True,0.5,1,2_Intervention_FinancialAid
9,2.0,1.25,2.5,2.5,True,0.5,1,2_Intervention_FinancialAid
10,2.5,1.25,3.75,2.5,True,0.5,1,2_Intervention_FinancialAid
11,5.0,1.25,8.75,5.0,True,0.5,1,2_Intervention_FinancialAid
12,6.5,2.5,11.25,5.0,True,0.5,1,2_Intervention_FinancialAid
13,10.0,3.75,17.5,7.5,True,0.5,1,2_Intervention_FinancialAid
14,13.5,3.75,22.5,15.0,True,0.5,1,2_Intervention_FinancialAid
15,15.5,3.75,26.25,17.5,True,0.5,1,2_Intervention_FinancialAid
16,20.0,8.75,32.5,17.5,True,0.5,1,2_Intervention_FinancialAid
17,23.5,13.750000000000002,35.0,20.0,True,0.5,1,2_Intervention_FinancialAid
18,27.0,17.5,38.75,22.5,True,0.5,1,2_Intervention_FinancialAid
19,32.0,21.25,41.25,35.0,True,0.5,1,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,True,0.5,2,2_Intervention_FinancialAid
1,1.5,0.0,3.75,0.0,True,0.5,2,2_Intervention_FinancialAid
2,3.0,1.25,6.25,0.0,True,0.5,2,2_Intervention_FinancialAid
3,3.5000000000000004,1.25,7.5,0.0,True,0.5,2,2_Intervention_FinancialAid
4,6.0,3.75,8.75,5.0,True,0.5,2,2_Intervention_FinancialAid
5,7.5,3.75,11.25,7.5,True,0.5,2,2_Intervention_FinancialAid
6,7.5,3.75,11.25,7.5,True,0.5,2,2_Intervention_FinancialAid
7,9.0,6.25,12.5,7.5,True,0.5,2,2_Intervention_FinancialAid
8,13.0,10.0,16.25,12.5,True,0.5,2,2_Intervention_FinancialAid
9,15.5,11.25,20.0,15.0,True,0.5,2,2_Intervention_FinancialAid
10,17.0,11.25,23.75,15.0,True,0.5,2,2_Intervention_FinancialAid
11,19.5,12.5,27.500000000000004,17.5,True,0.5,2,2_Intervention_FinancialAid
12,22.5,15.0,31.25,20.0,True,0.5,2,2_Intervention_FinancialAid
13,27.0,17.5,36.25,27.500000000000004,True,0.5,2,2_Intervention_FinancialAid
14,32.5,21.25,43.75,32.5,True,0.5,2,2_Intervention_FinancialAid
15,36.0,26.25,46.25,35.0,True,0.5,2,2_Intervention_FinancialAid
16,43.0,32.5,53.75,42.5,True,0.5,2,2_Intervention_FinancialAid
17,48.0,40.0,57.49999999999999,45.0,True,0.5,2,2_Intervention_FinancialAid
18,54.0,46.25,62.5,52.5,True,0.5,2,2_Intervention_FinancialAid
19,57.99999999999999,50.0,68.75,52.5,True,0.5,2,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,True,0.5,3,2_Intervention_FinancialAid
1,0.0,0.0,0.0,0.0,True,0.5,3,2_Intervention_FinancialAid
2,0.0,0.0,0.0,0.0,True,0.5,3,2_Intervention_FinancialAid
3,0.0,0.0,0.0,0.0,True,0.5,3,2_Intervention_FinancialAid
4,0.0,0.0,0.0,0.0,True,0.5,3,2_Intervention_FinancialAid
5,0.0,0.0,0.0,0.0,True,0.5,3,2_Intervention_FinancialAid
6,0.5,0.0,1.25,0.0,True,0.5,3,2_Intervention_FinancialAid
7,0.5,0.0,1.25,0.0,True,0.5,3,2_Intervention_FinancialAid
8,2.0,2.5,2.5,0.0,True,0.5,3,2_Intervention_FinancialAid
9,4.0,5.0,5.0,0.0,True,0.5,3,2_Intervention_FinancialAid
10,5.5,6.25,7.5,0.0,True,0.5,3,2_Intervention_FinancialAid
11,9.0,7.5,13.750000000000002,2.5,True,0.5,3,2_Intervention_FinancialAid
12,11.0,8.75,15.0,7.5,True,0.5,3,2_Intervention_FinancialAid
13,15.0,13.750000000000002,17.5,12.5,True,0.5,3,2_Intervention_FinancialAid
14,18.0,13.750000000000002,21.25,20.0,True,0.5,3,2_Intervention_FinancialAid
15,23.0,21.25,23.75,25.0,True,0.5,3,2_Intervention_FinancialAid
16,27.0,23.75,27.500000000000004,32.5,True,0.5,3,2_Intervention_FinancialAid
17,33.5,32.5,33.75,35.0,True,0.5,3,2_Intervention_FinancialAid
18,39.0,37.5,40.0,40.0,True,0.5,3,2_Intervention_FinancialAid
19,44.5,46.25,45.0,40.0,True,0.5,3,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,True,0.5,4,2_Intervention_FinancialAid
1,0.0,0.0,0.0,0.0,True,0.5,4,2_Intervention_FinancialAid
2,1.5,1.25,1.25,2.5,True,0.5,4,2_Intervention_FinancialAid
3,2.0,1.25,2.5,2.5,True,0.5,4,2_Intervention_FinancialAid
4,4.5,2.5,6.25,5.0,True,0.5,4,2_Intervention_FinancialAid
